ID;Verse;Verse_text;Dimension1;Dimension2;Dimension3;Dimension4;Dimension5;Dimension6
1;41012014;And when they came , they said to him , “ Teacher , we know that you are truthful and ˻ you do not care what anyone thinks ˼ , ˻ because you do not regard the opinion of people ˼ but teach the way of God in truth . Is it permitted to pay taxes to Caesar or not ? Should we pay or should we not pay ? ”;-0.0845554742783493;0.00227666904335802;-0.0737525238634153;0.0286854453284706;0.0235635966829932;0.00925316941058425
2;40026002;“You know that after two days the Passover takes place, and the Son of Man will be handed over in order to be crucified.”;-0.0889702712002575;-0.00535773399851454;-0.0581955040948632;0.0153987355769293;0.0354129827377693;0.0226541296446955
3;41013028;“ Now learn the parable from the fig tree : Whenever its branch has already become tender and puts forth its leaves , you know that summer is near .;-0.0458086327899144;0.00955314272798176;-0.0517993765454697;0.0728810156108938;0.0169894454008763;0.0132695699526271
4;42012030;For all the nations of the world seek after these things , and your Father knows that you need these things .;-0.0842561007940182;0.00671253324344776;-0.0674868960747928;0.0292043295945993;0.038757071244029;-0.00724480761662363
5;43019010;So Pilate said to him , “ Will you not speak to me ? Do you not know that I have authority to release you , and I have authority to crucify you ? ”;-0.0771920040034425;0.00447110925707041;-0.0844693948046268;0.0176884703319151;-0.016287164095453;-0.00520583394896189
6;40025026;But his master answered and said to him , ‘ Evil and lazy slave ! You knew that I reap where I did not sow and gather from where I did not scatter seed .;-0.0830620488095516;0.0047185061292305;-0.0614541589138341;0.0665325118304076;0.0250020084126615;0.0175848303023724
7;42008053;And they began laughing at him , because they knew that she was dead .;-0.0801813468881104;0.00768590298233995;-0.0511579772232034;0.0350899612972721;0.0180175576466193;-0.0102624944834187
8;41013035;Therefore be on the alert , for you do not know when the master of the house is coming — whether in the evening , or at midnight , or when the rooster crows , or early in the morning —;-0.0782982649860208;0.00138598631207926;-0.0614689749381634;-0.0157741377944137;-0.045319893177938;-0.0375599411522645
9;43008027;( They did not know that he was speaking to them about the Father . );0.183181797668419;-0.0412125399161185;-0.0421628838364273;0.0374051572922164;-0.0198658355962705;-0.0267564366611989
10;41009032;But they did not understand the statement , and they were afraid to ask him .;0.174426490070589;-0.06580188352016;-0.0479776098414962;-0.0517170467004748;-0.0090234034930013;-0.0321351577954127
11;42023034;〚 But Jesus said , “ Father , forgive them , for they do not know what they are doing . ” 〛 And they cast lots to divide his clothes .;-0.0466231297362878;-0.0325339361075385;-0.0663320508501113;-0.00687301345766158;-0.0624274827520688;-0.0335407176898274
12;41001024;saying , “ ˻ Leave us alone ˼ , Jesus the Nazarene ! Have you come to destroy us ? I know who you are — the Holy One of God ! ”;-0.0888191573965344;-0.0375001061955307;0.0209653911340813;-0.0053851311728629;0.0523033107583008;0.00592381405569761
13;43015015;No longer do I call you slaves , because the slave does not know what his master is doing . But I have called you friends , because everything that I have heard from my Father I have revealed to you .;-0.0690845549077889;0.00198122569220406;-0.0588451836795965;0.0014208032527178;-0.0724050623639901;-0.0257111564131639
14;43006006;( Now he said this to test him , because he knew what he was going to do . );-0.0810461285996406;-0.00499372908749891;-0.0628845828256171;0.0186642624954252;0.0360103114855272;-0.00394300565312543
15;41001034;And he healed many ˻ who were sick ˼ with various diseases and expelled many demons . And he did not permit the demons to speak , because they knew him .;-0.084771288011956;-0.0359025427498331;0.0398444106353402;0.0179648067602876;0.04571543868974;-0.00940836820711711
16;43001048;Nathanael said to him , “ From where do you know me ? ” Jesus answered and said to him , “ Before Philip called you , when you were under the fig tree , I saw you . ”;-0.0537215518847524;-0.0520844590465111;0.0781930004729555;-0.0113181428104528;0.0221734810855163;0.0116090501557794
17;41014071;And he began to curse and to swear with an oath , “ I do not know this man whom you are talking about ! ”;-0.076115492103046;-0.05257478631131;0.0838392860688175;-0.0528295521719577;-0.0288257181743177;-0.0379656380012938
18;43007029;I know him , because I am from him and he sent me . ”;-0.0661130592228721;-0.0601610407371696;0.0771787125378269;-0.0134259963514415;0.0352067461984866;-0.00335972287290091
19;44019015;But the evil spirit answered and said to them , “ Jesus I know , and Paul I am acquainted with , but who are you ? ”;-0.0634389582185127;-0.043045786663455;0.0651594558594722;-0.0240415145578563;0.0370944187290354;0.000881081819667354
20;44019015b;But the evil spirit answered and said to them , “ Jesus I know , and Paul I am acquainted with , but who are you ? ”;-0.0770578603131237;-0.0352816164601037;0.0291271846326505;-0.0105587622172744;0.0402501421428463;0.02646487888192
21;44007018;until another king arose over Egypt who did not know Joseph .;-0.0761323865565002;-0.0338241096180643;0.0329852522406131;-0.0374297487743117;-0.0349082483432417;-0.0375179713219478
22;43014004;And you know the way where I am going . ”;-0.100898329921339;-0.0545509325696166;-0.00048971644257196;-0.00547109877441467;0.0437162535642789;0.00812178810345897
23;43010004;Whenever he sends out all his own , he goes before them , and the sheep follow him because they know his voice .;-0.0241255248582469;-0.0404395421296299;0.0933030902650627;-0.02106448564077;0.0473866017868272;0.0154590641188001
24;43004032;But he said to them , “ I have food to eat that you do not know about . ”;-0.0863326456719715;-0.0439496822243297;-0.00466568001872671;-0.0334031868402547;-0.0331445163691164;-0.0323375311254238
25;41010019;You know the commandments : ‘ Do not murder , do not commit adultery , do not steal , do not give false testimony , do not defraud , honor your father and mother . ’ ”;-0.0878898994943505;-0.0302666781971084;-0.0399080870382334;0.00247301467660282;0.0408009225681262;0.0127871850747965
26;41012024;Jesus said to them , “ Are you not deceived because of this , because you do not know the scriptures or the power of God ?;-0.037660544099076;-0.0591543481028939;-0.0321641819919356;-0.0536094093392221;-0.0447622465472369;-0.0585659920037893
27;42006008;But he knew their thoughts and said to the man who had the withered hand , “ Get up and stand in the middle , ” and he got up and stood there .;-0.051497106714444;-0.00741406456144869;-0.01155277295322;-0.00959930903443199;0.0202286639256729;0.00560618270629353
28;43013017;If you understand these things , you are blessed if you do them .;0.0153016480626606;-0.0307638754145539;-0.0323286329445232;0.0153235144606863;0.0110822060298871;0.000129455080462427
29;47001013;For we are not writing anything else to you except what you can read or also understand . But I hope that you will understand ˻ completely ˼ ,;0.152398933531527;-0.0729554342316071;-0.027031353301944;-0.0479016785885199;0.0168560692043047;-0.0137589698646598
30;47001014;just as you have also understood us in part , that we are your reason for boasting , just as you are also ours in the day of our Lord Jesus .;0.127123099226667;-0.0854982169830074;-0.00850882010201003;-0.0261657951292998;0.0525464689131875;0.00258712909321052
31;44008030;So Philip ran up to itand heard him reading aloud Isaiah the prophet and said , “ So then , do you understand what you are reading ? ”;0.149129322132554;-0.0764092006788244;-0.0422392315116463;-0.0235257257980627;0.0435074971013751;0.0047334324747491
32;41014068;But he denied it , saying , “ I neither know nor understand what you mean ! ” And he went out into the gateway , and a rooster crowed .;0.134458766872622;-0.0867034205403163;-0.0581371047016214;-0.0723726622918732;-0.0366666361429437;-0.0206807717737155
33;45008026;And likewise also , the Spirit helps us in our weakness , for we do not know how to pray as one ought , but the Spirit himself intercedes for uswith unexpressed groanings .;-0.111583754216567;-0.0172717068809998;-0.0733249724460651;0.000745146606249974;-0.0478515150290553;-0.0380496771329251
34;44021037;And as he was about to be brought into the barracks , Paul said to the military tribune , “ Is it permitted for me to say something to you ? ” And he said , “ Do you know Greek ?;-0.0594205404914671;-0.0346882564203959;-0.0459853991793189;-0.0324887563314639;0.0191309824200953;0.0864864683025603
35;46014016;For otherwise , if you praise in your spirit , how will the one who fills the place of the outsider say the “ amen ” at your thanksgiving , because he does not know what you are saying ?;0.0559810161322652;-0.0550276781552379;-0.0309139277741379;-0.0415744718230073;-0.0502411837260468;-0.0502413681266431
36;42012056;Hypocrites ! You know how to evaluate the appearance of the earth and the sky , but how is it you do not know how to evaluate this present time ?;0.00204611434518522;-0.0404234931592777;-0.0150354771118761;0.0476696075050708;-0.0572951382540951;0.143450087575385
37;42012056b;Hypocrites ! You know how to evaluate the appearance of the earth and the sky , but how is it you do not know how to evaluate this present time ?;0.0416894361640377;-0.0733606509169736;-0.030542888017607;0.0198085086062582;-0.157134671998129;0.123247236069248
38;41006054;And as they were getting out of the boat , people recognized him immediately .;0.00825391454761115;-0.00169068155266364;0.179516968544074;0.0260821294500908;-0.0227463407812256;0.00961379060183441
39;42024031;And their eyes were opened , and they recognized him , and he became invisible to them .;-0.00799256536968211;-0.00795685112175828;0.188794449648185;0.028720621257395;-0.000307958086898018;-0.0115799019612792
40;40017012;But I say to you that Elijah has already come , and they did not recognize him , but did with him whatever they wanted . In the same way also the Son of Man is going to suffer at their hands . ”;0.00901041045095155;-0.022936336704136;0.139023171946142;0.0210348016618306;-0.063462169395433;-0.0114938156454422
41;44012014;And recognizing Peter’s voice , because of her joy she did not open the gate , but ran in and announced that Peter was standing at the gate .;0.0428945855102234;0.0537299200540561;0.161665450158453;-0.0321965467725116;-0.0125310900826439;-0.00444551597923893
42;40007020;As a result , you will recognize them by their fruits .;-0.00508267620202178;-0.0310796318308768;0.111857548676154;0.000483644789223317;0.00390172474282989;0.0092975101501679
43;42023007;And when he found out that he was from the jurisdiction of Herod , he sent him over to Herod , who was also in Jerusalem in those days .;0.000163048804225438;0.133545530854115;-0.0302743182344456;0.00856626472701398;0.0205983371980588;-0.0325678357458768
44;44023034;So after reading the letter and asking what province he was from , and learning that he was from Cilicia ,;-0.0244298422487849;0.176549274917421;-0.0347621544396479;0.0258342380208957;-0.0147865818315605;-0.0370750723727826
45;41015045;And when he learned of it from the centurion , he granted the corpse to Joseph .;0.0510213683724225;0.174028310272829;-0.00867800233470954;-0.0968715235026551;0.0323755702221232;0.0518067170972892
46;44009030;And when the brothers found out , they brought him down to Caesarea and sent him away to Tarsus .;0.0464886009954943;0.145599378050157;0.00857907383432786;-0.0491757791777163;-0.0125925650721993;-0.0167918694080818
47;42009011;But when the crowds found out , they followed him , and welcoming them , he began to speak to them about the kingdom of God , and he cured those who had need of healing .;-0.00481207208682827;0.142004678944431;-0.000995109086900218;-0.0720823081197595;0.000227829169081867;0.00123642435473774
48;43012009;Now the large crowd of Jews found out that he was there , and they came , not only because of Jesus , but so that they could see Lazarus also , whom he raised from the dead .;0.045371971595212;0.175365444842396;0.0011824970339751;-0.0545179306058644;-0.00154293100286959;0.0370703937558921
49;42007037;And behold , a woman in the town who was a sinner , when she learned that he was dining in the Pharisee’s house , brought an alabaster flask of perfumed oil ,;0.0401879849532135;0.16972866642648;-0.00994241835796926;-0.0666983973717173;0.000845822602550562;0.040902992342792
50;44019034;But when they recognized that he was a Jew , they were shouting with one voice from all of them for about two hours , “ Great is Artemis of the Ephesians ! ”;0.0477717243749306;0.0930114018734183;0.0902953080358376;0.0989873110886655;-0.0484762266376509;-0.0157649494401964
51;44022029;Then immediately those who were about to examine him kept away from him , and the military tribune also was afraid when he realized that he was a Roman citizen and that ˻ he had tied him up ˼ .;0.0343378101850714;0.100951090183073;-0.0344917963312797;0.0608638141285487;-0.0165174801142616;-0.023054572509224
52;42001022b;And when he came out he was not able to speak to them , and they realized that he had seen a vision in the temple . And he kept making signs to them , and remained unable to speak .;0.110487203027514;0.0433132806835315;0.0207175668768519;0.14519937457439;-0.0030042388235787;-0.0357709968558035
53;40013051;“ Have you understood all these things ? ” They said to him , “ Yes . ”;0.196450395772746;-0.0553116609148098;-0.0296904887603168;-0.0517903068200959;0.0493801341404157;0.022480889143576
54;40017013;Then the disciples understood that he had spoken to them about John the Baptist .;0.167287380430606;-0.00750920849583318;-0.0017645631662687;0.0904577655785355;0.0255528136641564;0.000243772671908672
55;40016012;Then they understood that he did not say to beware of the leaven of bread , but of the teaching of the Pharisees and Sadducees .;0.171510188848709;-0.0109762302915119;-0.030813604862227;0.0866771614677566;0.0574918894238544;-0.0101109511781676
